"filename", "language", "Dart", "XML", "C++", "CMake", "YAML", "Groovy", "JSON", "Properties", "Markdown", "HTML", "Swift", "comment", "blank", "total"
"/Users/andreistroe/Documents/AiOrganization/lib/Screens/SubActivities/SubActivityLabel.dart", "Dart", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 62
"/Users/andreistroe/Documents/AiOrganization/lib/Styles/CalendarLabels.dart", "Dart", 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 150
"/Users/andreistroe/Documents/AiOrganization/lib/Styles/ColorsConfig.dart", "Dart", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 83
"/Users/andreistroe/Documents/AiOrganization/lib/Styles/SizeConfig.dart", "Dart", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 40
"/Users/andreistroe/Documents/AiOrganization/lib/Styles/TextStylesConstants.dart", "Dart", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"/Users/andreistroe/Documents/AiOrganization/lib/VoiceAssistant/Model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/andreistroe/Documents/AiOrganization/lib/VoiceAssistant/TextToSpeechAPI.dart", "Dart", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 107
"/Users/andreistroe/Documents/AiOrganization/lib/VoiceAssistant/Voice.dart", "Dart", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/andreistroe/Documents/AiOrganization/lib/VoiceAssistant/VoiceTT.dart", "Dart", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 107
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/ActivityTabWidget.dart", "Dart", 257, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 27, 308
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/BottomNavBar.dart", "Dart", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 19, 173
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/ButtonWidget.dart", "Dart", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 95
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/CollectionTabWidget.dart", "Dart", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 158
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/ColorCircleCollection.dart", "Dart", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/ColorCircles.dart", "Dart", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/CustomAlertDialog.dart", "Dart", 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 310, 15, 578
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/IconCircle.dart", "Dart", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 54
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/LabelWidget.dart", "Dart", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/NewActivityWidget.dart", "Dart", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 73
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/NewCollectionWidget.dart", "Dart", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 79
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/NewTaskWidget.dart", "Dart", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 154
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/SetLabelNameWidget.dart", "Dart", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 63
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/SubActivityTabWidget.dart", "Dart", 259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 26, 303
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/TaskWidget.dart", "Dart", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 223
"/Users/andreistroe/Documents/AiOrganization/lib/Widgets/TextFieldForm.dart", "Dart", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 145
"/Users/andreistroe/Documents/AiOrganization/lib/generated_plugin_registrant.dart", "Dart", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 26
"/Users/andreistroe/Documents/AiOrganization/lib/main.dart", "Dart", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 134
"/Users/andreistroe/Documents/AiOrganization/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 10
"/Users/andreistroe/Documents/AiOrganization/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 14
"/Users/andreistroe/Documents/AiOrganization/linux/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/andreistroe/Documents/AiOrganization/linux/main.cc", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/andreistroe/Documents/AiOrganization/linux/my_application.cc", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"/Users/andreistroe/Documents/AiOrganization/linux/my_application.h", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/Users/andreistroe/Documents/AiOrganization/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 4, 25
"/Users/andreistroe/Documents/AiOrganization/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 10
"/Users/andreistroe/Documents/AiOrganization/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 1, 69
"/Users/andreistroe/Documents/AiOrganization/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 340
"/Users/andreistroe/Documents/AiOrganization/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 16
"/Users/andreistroe/Documents/AiOrganization/pubspec.yaml", "YAML", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 44, 7, 96
"/Users/andreistroe/Documents/AiOrganization/test/widget_test.dart", "Dart", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/Users/andreistroe/Documents/AiOrganization/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 15, 5, 46
"/Users/andreistroe/Documents/AiOrganization/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"/Users/andreistroe/Documents/AiOrganization/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 10
"/Users/andreistroe/Documents/AiOrganization/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 14
"/Users/andreistroe/Documents/AiOrganization/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/andreistroe/Documents/AiOrganization/windows/runner/flutter_window.cpp", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 65
"/Users/andreistroe/Documents/AiOrganization/windows/runner/flutter_window.h", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 10, 40
"/Users/andreistroe/Documents/AiOrganization/windows/runner/main.cpp", "C++", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 43
"/Users/andreistroe/Documents/AiOrganization/windows/runner/resource.h", "C++", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/andreistroe/Documents/AiOrganization/windows/runner/run_loop.cpp", "C++", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 67
"/Users/andreistroe/Documents/AiOrganization/windows/runner/run_loop.h", "C++", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 41
"/Users/andreistroe/Documents/AiOrganization/windows/runner/utils.cpp", "C++", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"/Users/andreistroe/Documents/AiOrganization/windows/runner/utils.h", "C++", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/andreistroe/Documents/AiOrganization/windows/runner/win32_window.cpp", "C++", 0, 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48, 246
"/Users/andreistroe/Documents/AiOrganization/windows/runner/win32_window.h", "C++", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 7263, 555, 578, 24, 45, 81, 303, 8, 13, 26, 50, 1020, 1342, 11308
